"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SPEX","Spherix Incorporated","2.36","6954868.08","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","5.19","30635921.25","5902875","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SAVE","Spirit Airlines, Inc.","50.11","3585203884.25","n/a","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SPLK","Splunk Inc.","49.87","6601633210.28","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","17.27","356730553.41","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","n/a","0","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sbph",
"FUND","Sprott Focus Trust, Inc.","6.28","142751992.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","28.2","4240121431.2","n/a","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","42.84","721572969.6","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","60.1","6097638961.9","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"STAA","STAAR Surgical Company","7.78","312443454.06","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","3.13","17640379.52","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","93.07","1555423719.49","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"STLY","Stanley Furniture Company, Inc.","2.65","40028634.25","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SPLS","Staples, Inc.","11.15","7200190795.3","n/a","1989","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spls",
"SBLK","Star Bulk Carriers Corp.","0.981","214942703.472","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","15.34","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SBUX","Starbucks Corporation","60.51","89439831000","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"STRZA","Starz","25.33","2547432552.73","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strza",
"STRZB","Starz","25.19","2533352783.39","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strzb",
"STFC","State Auto Financial Corporation","21.48","890182644.6","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","20.64","764753445.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SNC","State National Companies, Inc.","11.94","507555991.38","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc",
"STDY","SteadyMed Ltd.","4.51","61272003.1","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","3.89","161522221.58","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","24.2","5885117147.8","n/a","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","7.05","326945893.2","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"SBOT","Stellar Biotechnologies, Inc.","3.89","32865668.62","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"STEM","StemCells, Inc.","0.2315","26045506.8535","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STML","Stemline Therapeutics, Inc.","5.79","110040472.77","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"STXS","Stereotaxis, Inc.","1.69","36542626.64","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs",
"SRCL","Stericycle, Inc.","125.42","10616430377.18","n/a","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","92.9","0","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"STRL","Sterling Construction Company Inc","5.07","100249971.9","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","36.36","2246984188.2","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","5.85","35762296.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SYBT","Stock Yards Bancorp, Inc.","39.04","582525600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","17.64","114853210.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
